latitude,longitude,target,temperature,humidity,wind_speed,precipitation,soil_moisture
-6.00236,26.62262,1,32.8,17.0,9.1,0.0,0.233
-5.94296,26.95777,1,33.4,18.0,4.8,0.0,0.184
-5.92204,27.75945,1,33.1,21.0,8.1,0.0,0.232
-5.92139,27.75983,1,33.1,21.0,8.1,0.0,0.232
-5.91681,27.76034,1,33.1,21.0,8.1,0.0,0.232
-5.91615,27.76073,1,33.1,21.0,8.1,0.0,0.232
-5.9159,27.75409,1,33.1,21.0,8.1,0.0,0.232
-5.91529,27.75447,1,33.1,21.0,8.1,0.0,0.232
-5.86514,23.89426,1,28.7,43.0,2.8,0.0,0.224
-5.77384,27.73602,1,32.7,22.0,10.9,0.0,0.232
-5.77276,27.76593,1,32.7,22.0,11.9,0.0,0.23
-5.7723,27.7627,1,32.7,22.0,11.9,0.0,0.23
-5.77184,27.75943,1,32.7,22.0,11.9,0.0,0.23
-5.77137,27.75615,1,32.7,22.0,11.9,0.0,0.23
-5.7709,27.75287,1,32.7,22.0,11.9,0.0,0.23
-5.77043,27.7496,1,32.7,22.0,11.9,0.0,0.23
-5.76751,27.76662,1,32.7,22.0,11.9,0.0,0.23
-5.76705,27.76341,1,32.7,22.0,11.9,0.0,0.23
-5.76659,27.76016,1,32.1,22.0,11.9,0.0,0.233
-5.76612,27.75691,1,32.1,22.0,11.9,0.0,0.233
-5.76406,27.89417,1,31.9,22.0,7.4,0.0,0.232
-5.76318,27.77386,1,32.7,22.0,11.9,0.0,0.23
-5.76226,27.76737,1,32.1,22.0,11.9,0.0,0.233
-5.75879,27.89513,1,31.9,22.0,7.4,0.0,0.232
-5.75793,27.77457,1,32.1,22.0,11.9,0.0,0.233
-5.75354,27.89616,1,31.9,22.0,7.4,0.0,0.232
-5.75308,27.8929,1,31.9,22.0,7.4,0.0,0.232
-5.42219,31.24801,1,25.5,32.0,9.7,0.0,0.112
-5.42069,31.24243,1,25.5,32.0,9.7,0.0,0.112
-5.41026,26.19378,1,33.0,18.0,2.3,0.0,0.235
-5.40955,26.18885,1,33.0,18.0,2.3,0.0,0.235
-5.37626,28.83389,1,24.6,42.0,7.3,0.0,0.231
-5.37588,28.83125,1,24.6,42.0,7.3,0.0,0.231
-5.25253,27.44108,1,33.7,22.0,11.6,0.0,0.236
-5.2521,27.43809,1,33.7,22.0,11.6,0.0,0.236
-5.24744,27.44189,1,33.7,22.0,11.6,0.0,0.236
-5.24001,27.98988,1,26.1,38.0,9.0,0.0,0.306
-5.23471,27.9905,1,26.1,38.0,9.0,0.0,0.306
-5.22214,28.78136,1,25.2,35.0,12.2,0.0,0.231
-5.21972,27.99895,1,26.1,38.0,9.0,0.0,0.306
-5.21922,27.9954,1,26.1,38.0,9.0,0.0,0.306
-5.21398,27.9965,1,26.1,38.0,9.0,0.0,0.306
-5.21046,27.89491,1,26.2,38.0,9.2,0.0,0.266
-5.17111,19.56307,1,28.3,56.0,2.5,0.0,0.156
-5.15741,19.86119,1,29.0,44.0,5.6,0.0,0.33
-5.15014,27.95975,1,28.5,31.0,8.6,0.0,0.239
-5.14535,27.96382,1,28.5,31.0,8.6,0.0,0.239
-5.11607,25.57888,1,32.8,17.0,7.8,0.0,0.236
-5.11543,25.57449,1,32.8,17.0,7.8,0.0,0.236
-5.11479,25.57012,1,32.8,17.0,7.8,0.0,0.236
-5.11097,25.57514,1,32.8,17.0,7.8,0.0,0.236
-5.11033,25.57078,1,32.8,17.0,7.8,0.0,0.236
-5.09742,19.849,1,29.9,39.0,4.1,0.0,0.315
-5.09631,25.56842,1,32.8,17.0,7.8,0.0,0.236
-5.00602,18.3384,1,28.2,59.0,3.3,0.0,0.199
-4.99879,18.72488,1,31.2,42.0,4.1,0.0,0.292
-4.99381,18.30448,1,28.4,60.0,2.8,0.0,0.148
-4.99048,18.305,1,28.4,60.0,2.8,0.0,0.148
-4.98992,18.30151,1,28.4,60.0,2.8,0.0,0.148
-4.97778,18.05076,1,27.7,56.0,3.2,0.0,0.106
-4.9503,18.51863,1,30.5,43.0,2.8,0.0,0.313
-4.94642,18.51565,1,31.2,43.0,2.8,0.0,0.313
-4.94141,18.52719,1,30.5,43.0,2.8,0.0,0.313
-4.94086,18.52368,1,31.2,43.0,2.8,0.0,0.313
-4.93807,18.5277,1,31.2,43.0,2.8,0.0,0.313
-4.93752,18.52419,1,31.2,43.0,2.8,0.0,0.313
-4.92698,18.52227,1,31.2,43.0,2.8,0.0,0.313
-4.85121,25.81114,1,33.3,17.0,7.2,0.0,0.235
-4.81218,18.56875,1,31.3,37.0,3.3,0.0,0.264
-4.81164,18.5653,1,31.1,37.0,3.3,0.0,0.264
-4.80885,18.56928,1,32.1,37.0,3.3,0.0,0.264
-4.80831,18.56582,1,31.3,37.0,3.3,0.0,0.264
-4.80297,31.2,1,27.5,33.0,5.4,0.0,0.101
-4.80267,31.20035,1,27.5,33.0,5.4,0.0,0.101
-4.79687,18.15484,1,29.0,61.0,0.6,0.0,0.137
-4.7965,31.20088,1,27.5,33.0,5.4,0.0,0.101
-4.7962,31.20121,1,27.5,33.0,5.4,0.0,0.101
-4.73214,16.45292,1,27.8,56.0,7.4,0.0,0.138
-4.72769,16.42483,1,27.8,56.0,7.4,0.0,0.138
-4.72605,16.43749,1,27.8,56.0,7.4,0.0,0.138
-4.72413,16.42538,1,27.8,56.0,7.4,0.0,0.138
-4.72057,16.42593,1,27.8,56.0,7.4,0.0,0.138
-4.6731,28.46113,1,31.2,26.0,18.4,0.0,0.186
-4.65314,18.04979,1,30.6,48.0,2.3,0.0,0.078
-4.64585,17.95973,1,30.9,48.0,2.5,0.0,0.092
-4.64102,16.38524,1,27.5,58.0,7.9,0.0,0.162
-4.6036,16.7988,1,27.9,57.0,4.4,0.0,0.189
-4.5996,16.43578,1,27.5,60.0,6.4,0.0,0.125
-4.59881,16.31582,1,27.2,58.0,8.7,0.0,0.131
-4.5981,16.56284,1,27.9,61.0,5.9,0.0,0.142
-4.5959,18.26585,1,30.4,52.0,2.8,0.0,0.117
-4.59255,18.2664,1,30.4,52.0,2.8,0.0,0.117
-4.54263,17.1594,1,32.2,39.0,7.1,0.0,0.262
-4.48826,27.77428,1,33.3,23.0,4.4,0.0,0.234
-4.3176,18.20063,1,30.3,54.0,4.3,0.0,0.128
-4.31425,18.20115,1,30.3,54.0,4.3,0.0,0.128
-4.31368,18.19759,1,30.3,54.0,4.3,0.0,0.128
-4.31089,18.20166,1,30.3,54.0,4.3,0.0,0.128
-4.31033,18.19811,1,30.3,54.0,4.3,0.0,0.128
-4.30753,18.20217,1,30.3,54.0,4.3,0.0,0.128
-4.13842,16.13898,1,26.8,62.0,6.8,0.0,0.166
-4.06809,13.04862,1,31.3,43.0,5.5,0.0,0.114
-4.06739,13.0443,1,31.3,43.0,5.5,0.0,0.114
-3.91692,29.91049,1,20.4,43.0,7.9,0.0,0.227
-3.86842,14.23546,1,27.1,58.0,12.1,0.0,0.319
-3.7725,15.99633,1,26.7,63.0,8.8,0.0,0.176
-3.45465,18.04649,1,30.5,56.0,2.8,0.0,0.189
-3.42749,12.61613,1,29.3,51.0,4.7,0.0,0.195
-3.35175,17.46095,1,32.1,44.0,4.4,0.0,0.115
-3.27635,15.31399,1,27.3,57.0,8.9,0.0,0.14
-3.27317,15.34272,1,28.3,57.0,8.9,0.0,0.14
-3.27149,15.34507,1,28.3,57.0,8.9,0.0,0.14
-3.2708,15.34072,1,28.1,57.0,8.9,0.0,0.14
-3.26935,15.34341,1,28.3,57.0,8.9,0.0,0.14
-3.19868,15.18516,1,27.3,58.0,8.0,0.0,0.224
-3.19478,15.18562,1,28.2,59.0,8.0,0.0,0.224
-3.19088,15.18608,1,28.4,59.0,8.0,0.0,0.224
-2.909,16.38359,1,28.9,58.0,3.1,0.0,0.173
-2.90832,16.37937,1,28.9,58.0,3.1,0.0,0.173
-2.90763,16.37515,1,28.9,58.0,3.1,0.0,0.173
-2.90536,16.38417,1,28.9,58.0,3.1,0.0,0.173
-2.90173,16.38474,1,28.9,58.0,3.1,0.0,0.173
-2.90104,16.38052,1,28.9,58.0,3.1,0.0,0.173
-2.73569,15.90854,1,29.0,55.0,6.7,0.0,0.168
-2.66918,14.78027,1,29.5,55.0,7.5,0.0,0.188
-2.6643,16.16179,1,30.7,55.0,1.9,0.0,0.12
-2.65989,16.15795,1,30.7,55.0,1.9,0.0,0.12
-2.65619,16.15843,1,30.7,55.0,1.9,0.0,0.12
-2.63275,15.70156,1,28.3,57.0,7.2,0.0,0.196
-2.56574,15.40471,1,28.0,59.0,5.3,0.0,0.181
-2.52846,31.21251,1,25.5,36.0,5.2,0.0,0.119
-2.30511,31.13668,1,24.4,51.0,3.1,0.0,0.142
-2.29963,31.14262,1,24.5,51.0,3.1,0.0,0.142
-2.29888,31.13757,1,23.7,51.0,3.1,0.0,0.142
-2.29812,31.13246,1,23.7,51.0,3.1,0.0,0.142
-2.29265,31.13843,1,24.5,51.0,3.1,0.0,0.142
-2.29187,31.13325,1,23.7,51.0,3.1,0.0,0.142
-2.07455,9.15834,1,22.9,90.0,20.3,0.0,0.0
-1.97799,31.03404,1,23.6,49.0,3.2,0.0,0.148
-1.97201,15.47178,1,29.4,58.0,5.1,0.0,0.17
-1.97179,31.03464,1,23.6,49.0,3.2,0.0,0.148
-1.97125,15.46696,1,29.4,58.0,5.1,0.0,0.17
-1.96812,15.47236,1,29.5,58.0,5.8,0.0,0.203
-1.96737,15.46754,1,29.5,58.0,5.8,0.0,0.203
-1.91995,15.64169,1,29.6,60.0,5.2,0.0,0.194
-1.91918,15.63694,1,29.6,60.0,5.2,0.0,0.194
-1.9161,15.64223,1,29.6,60.0,5.2,0.0,0.194
-1.88235,15.56182,1,30.3,53.0,6.4,0.0,0.245
-1.79829,9.896,1,26.8,68.0,11.0,0.0,0.195
-1.77017,9.29113,1,23.8,83.0,13.1,0.0,0.244
-1.76946,9.28688,1,23.8,83.0,13.1,0.0,0.244
-1.59084,9.97317,1,27.6,69.0,8.5,0.0,0.201
-1.58518,9.97408,1,27.6,69.0,8.5,0.0,0.201
-1.52669,9.95186,1,27.8,68.0,7.9,0.0,0.209
-1.52104,9.95292,1,27.8,68.0,7.9,0.0,0.209
-1.52085,29.24923,1,9.2,98.0,3.2,0.0,0.302
-1.41271,29.2042,1,9.9,94.0,3.6,0.0,0.309
-1.18645,14.09017,1,28.3,60.0,7.3,0.0,0.442
-1.1858,14.08609,1,28.1,61.0,7.6,0.0,0.431
-1.18217,14.09096,1,28.3,60.0,7.3,0.0,0.442
-1.18153,14.08694,1,28.1,61.0,7.6,0.0,0.431
-1.18088,14.08282,1,28.1,61.0,7.6,0.0,0.431
-1.17789,14.09173,1,28.3,60.0,7.3,0.0,0.442
-1.17725,14.08774,1,28.1,61.0,7.6,0.0,0.431
-1.17661,14.08366,1,28.1,61.0,7.6,0.0,0.431
-1.17297,14.08848,1,28.1,61.0,7.6,0.0,0.431
-1.17233,14.08445,1,28.1,61.0,7.6,0.0,0.431
-0.87751,16.16482,1,29.7,64.0,4.0,0.0,0.317
-0.75504,8.75234,1,24.8,81.0,20.4,0.0,0.182
-0.74885,8.75339,1,24.8,81.0,20.4,0.0,0.182
-0.56505,29.6907,1,22.9,85.0,3.8,0.0,0.478
-0.5645,29.68712,1,22.9,85.0,3.8,0.0,0.478
-0.55953,29.69161,1,22.9,85.0,3.8,0.0,0.478
-0.55898,29.68802,1,23.6,80.0,4.5,0.0,0.37
-0.29819,12.11949,1,29.3,58.0,6.7,0.0,0.396
-0.04814,14.01495,1,27.6,69.0,3.7,0.0,0.452
0.21917,11.87866,1,27.4,66.0,6.1,0.0,0.435
0.21962,11.87571,1,27.4,66.0,6.1,0.0,0.435
0.22707,11.92901,1,27.5,64.0,7.8,0.0,0.416
0.23264,11.92676,1,27.5,64.0,7.8,0.0,0.416
1.39681,16.32586,1,25.8,93.0,3.9,0.0,0.397
1.40141,16.32167,1,25.8,93.0,3.9,0.0,0.397
1.42847,16.1733,1,25.7,90.0,3.2,0.0,0.392
-13.96203,28.03918,1,19.9,39.0,11.4,0.0,0.185
-13.95559,27.9818,1,19.9,39.0,11.4,0.0,0.185
-13.89149,27.87217,1,19.9,40.0,11.4,0.0,0.205
-13.89098,27.86785,1,19.9,40.0,11.4,0.0,0.205
-13.88918,27.87043,1,19.9,40.0,11.4,0.0,0.205
-13.84088,27.27857,1,21.0,35.0,9.7,0.0,0.111
-13.80613,28.13158,1,19.9,35.0,10.6,0.0,0.112
-13.80457,28.13317,1,19.9,35.0,10.6,0.0,0.112
-13.62032,28.193,1,20.7,34.0,14.4,0.0,0.11
-13.61885,28.19423,1,20.7,34.0,14.4,0.0,0.11
-13.61833,28.18975,1,20.7,34.0,14.4,0.0,0.11
-13.6178,28.18524,1,20.7,34.0,14.4,0.0,0.11
-13.61382,28.1892,1,20.7,34.0,14.4,0.0,0.11
-13.61333,28.18468,1,20.7,34.0,14.4,0.0,0.11
-13.61179,28.18591,1,20.7,34.0,14.4,0.0,0.11
-13.54922,28.11676,1,20.1,38.0,12.4,0.0,0.19
-13.47977,27.768,1,21.7,32.0,12.5,0.0,0.108
-13.4793,27.76386,1,21.7,32.0,12.5,0.0,0.108
-13.33511,25.67905,1,21.9,23.0,9.5,0.0,0.112
-13.30389,26.03626,1,21.0,25.0,10.1,0.0,0.109
-13.29151,27.86507,1,22.0,33.0,13.8,0.0,0.225
-13.24681,24.65285,1,23.3,23.0,5.9,0.0,0.123
-13.21973,25.60232,1,21.7,24.0,9.9,0.0,0.11
-13.219,25.59634,1,21.8,23.0,9.4,0.0,0.109
-13.13215,28.8611,1,20.2,32.0,13.1,0.0,0.224
-13.13158,28.85614,1,20.2,32.0,13.1,0.0,0.224
-13.11399,28.7572,1,20.5,32.0,11.9,0.0,0.248
-13.01385,21.90201,1,24.6,23.0,8.6,0.0,0.058
-13.01314,21.89696,1,24.6,23.0,8.6,0.0,0.058
-12.9741,28.72245,1,21.5,29.0,11.1,0.0,0.213
-12.96578,25.75774,1,21.7,22.0,11.5,0.0,0.12
-12.89082,21.58752,1,25.0,22.0,9.8,0.0,0.057
-12.88698,21.58808,1,25.0,22.0,9.8,0.0,0.057
-12.88531,21.59031,1,25.0,22.0,9.8,0.0,0.057
-12.88314,21.58865,1,25.0,22.0,9.8,0.0,0.057
-12.88078,21.58605,1,25.0,22.0,9.8,0.0,0.057
-12.87282,21.57047,1,25.0,22.0,9.8,0.0,0.057
-12.84114,20.90598,1,22.7,24.0,7.0,0.0,0.128
-12.81884,27.77945,1,20.8,28.0,9.9,0.0,0.223
-12.81876,27.78154,1,20.8,28.0,9.9,0.0,0.223
-12.80571,28.60618,1,20.7,30.0,7.5,0.0,0.227
-12.80561,28.60513,1,20.7,30.0,7.5,0.0,0.227
-12.7592,21.87572,1,25.8,20.0,11.0,0.0,0.053
-12.72569,21.49829,1,25.9,20.0,10.9,0.0,0.054
-12.72502,21.49355,1,25.9,20.0,10.9,0.0,0.054
-12.72323,21.50835,1,25.9,20.0,10.9,0.0,0.054
-12.71111,21.50528,1,25.9,20.0,10.9,0.0,0.054
-12.7073,21.50583,1,25.9,20.0,10.9,0.0,0.054
-12.68792,28.01612,1,21.7,28.0,11.4,0.0,0.141
-12.66808,21.42007,1,26.1,19.0,11.8,0.0,0.054
-12.65609,28.10223,1,21.1,31.0,4.8,0.0,0.224
-12.65484,23.14902,1,22.6,22.0,8.6,0.0,0.129
-12.65062,23.14965,1,22.8,22.0,9.9,0.0,0.129
-12.63308,17.47394,1,25.2,22.0,5.4,0.0,0.119
-12.57427,21.68971,1,26.6,19.0,12.3,0.0,0.054
-12.49291,21.18523,1,26.4,16.0,14.0,0.0,0.054
-12.49261,21.1874,1,26.4,16.0,14.0,0.0,0.054
-12.49195,21.18287,1,26.4,16.0,14.0,0.0,0.054
-12.49186,20.98856,1,24.2,21.0,9.7,0.0,0.143
-12.48816,20.98911,1,24.2,21.0,9.7,0.0,0.143
-12.48384,20.98523,1,24.2,21.0,9.7,0.0,0.143
-12.48072,20.96311,1,24.2,21.0,9.7,0.0,0.143
-12.4801,20.9587,1,24.2,21.0,9.7,0.0,0.143
-12.47641,20.95925,1,24.2,21.0,9.7,0.0,0.143
-12.47276,20.98689,1,24.2,21.0,9.7,0.0,0.143
-12.47065,20.98495,1,24.2,21.0,9.7,0.0,0.143
-12.46907,20.98744,1,24.2,21.0,9.7,0.0,0.143
-12.46696,20.9855,1,24.2,21.0,9.7,0.0,0.143
-12.46476,20.98357,1,24.2,21.0,9.7,0.0,0.143
-12.46326,20.98605,1,24.2,21.0,9.7,0.0,0.143
-12.46262,20.98163,1,24.2,21.0,9.7,0.0,0.143
-12.45893,20.98218,1,24.2,21.0,9.7,0.0,0.143
-12.45829,20.97777,1,24.2,21.0,9.7,0.0,0.143
-12.4546,20.97832,1,24.2,21.0,9.7,0.0,0.143
-12.45091,20.97887,1,24.2,21.0,9.7,0.0,0.143
-12.42193,26.03122,1,20.3,30.0,6.4,0.0,0.24
-12.33214,23.13835,1,23.2,20.0,9.8,0.0,0.109
-12.32905,23.14698,1,23.6,20.0,9.8,0.0,0.109
-12.30223,23.1077,1,24.6,19.0,10.3,0.0,0.107
-12.3012,23.10022,1,24.6,19.0,10.3,0.0,0.107
-12.29701,23.1008,1,24.6,19.0,10.3,0.0,0.107
-12.25844,19.00898,1,25.4,20.0,9.2,0.0,0.053
-12.23594,17.96516,1,25.9,16.0,6.1,0.0,0.058
-12.21173,25.80936,1,20.7,26.0,7.9,0.0,0.219
-12.18067,27.65442,1,21.2,23.0,10.9,0.0,0.226
-12.17878,27.65683,1,21.2,23.0,10.9,0.0,0.226
-12.17829,27.65289,1,21.2,23.0,10.9,0.0,0.226
-12.16331,14.79686,1,29.0,10.0,10.4,0.0,0.22
-12.16262,14.79277,1,29.1,10.0,10.4,0.0,0.22
-12.16251,15.39562,1,26.0,13.0,9.7,0.0,0.114
-12.16187,15.39175,1,25.2,13.0,9.7,0.0,0.114
-12.16051,14.79682,1,28.9,10.0,10.4,0.0,0.22
-12.15984,14.79273,1,29.0,10.0,10.4,0.0,0.22
-12.15912,14.79358,1,28.8,10.0,10.4,0.0,0.22
-12.15567,21.75147,1,26.3,21.0,9.1,0.0,0.067
-12.15294,21.75005,1,26.3,21.0,9.1,0.0,0.067
-12.15215,14.79025,1,27.9,12.0,6.4,0.0,0.222
-12.14909,21.75062,1,26.3,21.0,9.1,0.0,0.067
-12.14729,21.74778,1,26.3,21.0,9.1,0.0,0.067
-12.13416,15.96705,1,24.7,13.0,8.8,0.0,0.116
-12.13383,15.96647,1,24.5,13.0,8.8,0.0,0.116
-12.12736,28.23996,1,20.4,31.0,10.0,0.0,0.22
-12.12482,14.75684,1,28.8,10.0,10.4,0.0,0.22
-12.12479,28.24109,1,20.4,31.0,10.0,0.0,0.22
-12.12414,14.75275,1,28.8,10.0,10.4,0.0,0.22
-12.10758,14.69685,1,29.4,11.0,9.0,0.0,0.219
-12.10607,14.70974,1,29.6,11.0,9.0,0.0,0.219
-12.1039,14.71864,1,29.3,11.0,9.0,0.0,0.219
-12.10321,14.71447,1,29.4,11.0,9.0,0.0,0.219
-12.10252,14.71035,1,29.5,11.0,9.0,0.0,0.219
-12.09896,14.71091,1,29.6,11.0,9.0,0.0,0.219
-12.09834,26.55941,1,20.4,28.0,6.9,0.0,0.223
-12.0954,14.71146,1,29.6,11.0,9.0,0.0,0.219
-12.09136,14.79641,1,28.8,10.0,10.4,0.0,0.22
-12.09068,14.79233,1,28.8,10.0,10.4,0.0,0.22
-12.09049,14.70391,1,29.2,11.0,9.0,0.0,0.219
-12.08982,14.69988,1,29.2,11.0,9.0,0.0,0.219
-12.08714,14.79294,1,28.9,10.0,10.4,0.0,0.22
-12.08692,14.70443,1,29.2,11.0,9.0,0.0,0.219
-12.07796,26.39648,1,20.5,27.0,6.7,0.0,0.225
-12.06689,14.7374,1,29.2,11.0,9.0,0.0,0.219
-12.05997,14.6963,1,29.2,11.0,9.0,0.0,0.219
-12.05713,14.70113,1,29.2,11.0,9.0,0.0,0.219
-12.05644,14.69705,1,29.2,11.0,9.0,0.0,0.219
-12.05525,14.64648,1,30.1,12.0,7.3,0.0,0.22
-12.0529,14.69772,1,29.2,11.0,9.0,0.0,0.219
-12.05219,14.69352,1,29.9,11.0,9.0,0.0,0.219
-12.05168,14.64706,1,30.1,12.0,7.3,0.0,0.22
-12.05147,14.68924,1,30.0,12.0,7.3,0.0,0.22
-12.04863,14.6941,1,30.0,11.0,9.0,0.0,0.219
-12.04792,14.68989,1,30.2,13.0,7.3,0.0,0.22
-12.04424,14.6029,1,28.3,12.0,7.3,0.0,0.22
-12.04298,14.33145,1,26.9,26.0,8.3,0.0,0.221
-12.04228,14.67816,1,30.4,13.0,7.3,0.0,0.22
-12.03945,14.68308,1,29.9,11.0,9.0,0.0,0.219
-12.03593,14.68388,1,29.2,11.0,9.0,0.0,0.219
-12.03334,14.68325,1,29.2,11.0,9.0,0.0,0.219
-12.0324,14.68467,1,29.2,11.0,9.0,0.0,0.219
-12.02929,14.60137,1,28.5,12.0,7.3,0.0,0.22
-12.02572,14.60197,1,28.1,11.0,7.7,0.0,0.22
-12.02346,14.58873,1,31.0,10.0,12.3,0.0,0.218
-12.0199,14.58937,1,30.3,11.0,7.7,0.0,0.22
-12.01921,14.66404,1,30.1,12.0,7.3,0.0,0.22
-12.01776,14.57683,1,31.0,10.0,12.3,0.0,0.218
-12.01776,14.58846,1,30.3,11.0,7.7,0.0,0.22
-12.01707,14.57273,1,31.0,10.0,12.3,0.0,0.218
-12.01633,14.59005,1,30.3,11.0,7.7,0.0,0.22
-12.0157,14.57591,1,31.4,10.0,11.1,0.0,0.226
-12.01568,14.66488,1,30.1,12.0,7.3,0.0,0.22
-12.01561,14.58579,1,30.3,11.0,7.7,0.0,0.22
-12.01502,14.57178,1,31.4,10.0,11.1,0.0,0.226
-12.01489,14.58159,1,31.4,10.0,11.1,0.0,0.226
-12.0142,14.58915,1,30.3,11.0,7.7,0.0,0.22
-12.01419,14.57743,1,31.4,10.0,11.1,0.0,0.226
-12.0135,14.5849,1,30.3,11.0,7.7,0.0,0.22
-12.0128,14.58068,1,31.4,10.0,11.1,0.0,0.226
-12.01215,14.66568,1,29.9,11.0,7.7,0.0,0.22
-12.01212,14.5765,1,31.4,10.0,11.1,0.0,0.226
-12.01132,14.58223,1,29.8,11.0,7.7,0.0,0.22
-12.01061,14.57804,1,31.4,10.0,11.1,0.0,0.226
-12.0086,14.66637,1,29.8,11.0,7.7,0.0,0.22
-12.00603,14.73926,1,27.9,12.0,9.0,0.0,0.219
-12.00314,14.74378,1,28.8,12.0,9.0,0.0,0.219
-12.00246,14.73969,1,28.8,12.0,9.0,0.0,0.219
-11.99956,14.74423,1,28.8,12.0,9.0,0.0,0.219
-11.99706,26.16935,1,20.6,25.0,9.0,0.0,0.22
-11.99669,26.16631,1,20.6,25.0,9.0,0.0,0.22
-11.99535,26.17283,1,20.6,25.0,9.0,0.0,0.22
-11.99495,26.16975,1,20.6,25.0,9.0,0.0,0.22
-11.99456,26.16672,1,20.6,25.0,9.0,0.0,0.22
-11.99452,14.35301,1,29.4,13.0,3.3,0.0,0.219
-11.9923,26.17323,1,20.6,25.0,9.0,0.0,0.22
-11.99193,26.17016,1,20.6,25.0,9.0,0.0,0.22
-11.99163,14.63029,1,31.4,11.0,7.7,0.0,0.22
-11.99156,26.16711,1,20.6,25.0,9.0,0.0,0.22
-11.98456,16.70842,1,24.2,15.0,11.3,0.0,0.056
-11.98429,14.56396,1,31.4,10.0,11.1,0.0,0.226
-11.9809,23.53115,1,23.4,21.0,6.8,0.0,0.123
-11.98003,14.5605,1,31.4,10.0,11.1,0.0,0.226
-11.97933,14.55633,1,31.4,10.0,11.1,0.0,0.226
-11.9765,14.67161,1,30.2,11.0,7.7,0.0,0.22
-11.97581,14.66749,1,30.3,11.0,7.7,0.0,0.22
-11.97225,14.6681,1,30.4,11.0,7.7,0.0,0.22
-11.9598,15.04831,1,24.9,15.0,11.3,0.0,0.138
-11.95663,14.66239,1,30.3,11.0,7.7,0.0,0.22
-11.95523,14.65404,1,30.3,11.0,7.7,0.0,0.22
-11.95399,26.30118,1,20.2,24.0,8.8,0.0,0.216
-11.9536,26.29806,1,20.2,24.0,8.8,0.0,0.216
-11.95307,14.66305,1,30.2,11.0,7.7,0.0,0.22
-11.95237,14.65885,1,30.4,11.0,7.7,0.0,0.22
-11.9438,14.67329,1,28.7,21.0,3.4,0.0,0.156
-11.94165,14.70392,1,28.2,13.0,4.4,0.0,0.222
-11.94092,14.69966,1,28.9,12.0,9.0,0.0,0.219
-11.93601,16.57677,1,24.6,17.0,9.3,0.0,0.124
-11.93595,15.93105,1,24.6,15.0,9.1,0.0,0.113
-11.93534,15.92735,1,24.6,15.0,9.1,0.0,0.113
